payment_id,subscription_id,bill_month,billed_amount,paid_amount,payment_status
P00003028,S000526,202508,499,499,PAID
P00003029,S000526,202509,499,499,PAID
P00003030,S000526,202510,499,499,PAID
P00003031,S000526,202511,499,0,UNPAID
P00003032,S000526,202512,499,499,PAID
P00003033,S000527,202511,599,599,PAID
P00003034,S000527,202512,599,599,LATE
P00003035,S000528,202505,599,599,LATE
P00003036,S000528,202506,599,599,PAID
P00003037,S000528,202507,599,599,PAID
P00003038,S000528,202508,599,599,PAID
P00003039,S000528,202509,599,599,PAID
P00003040,S000528,202510,599,599,PAID
P00003041,S000528,202511,599,599,PAID
P00003042,S000528,202512,599,599,PAID
P00003043,S000529,202502,799,799,PAID
P00003044,S000529,202503,799,799,PAID
P00003045,S000529,202504,799,799,PAID
P00003046,S000529,202505,799,0,UNPAID
P00003047,S000529,202506,799,799,PAID
P00003048,S000529,202507,799,799,LATE
P00003049,S000529,202508,799,799,PAID
P00003050,S000529,202509,799,799,PAID
P00003051,S000529,202510,799,799,PAID
P00003052,S000529,202511,799,0,UNPAID
P00003053,S000529,202512,799,799,PAID
P00003054,S000530,202503,799,799,LATE
P00003055,S000530,202504,799,799,PAID
P00003056,S000530,202505,799,799,PAID
P00003057,S000530,202506,799,799,PAID
P00003058,S000530,202507,799,799,PAID
P00003059,S000530,202508,799,799,PAID
P00003060,S000530,202509,799,799,PAID
P00003061,S000530,202510,799,799,PAID
P00003062,S000530,202511,799,799,PAID
P00003063,S000530,202512,799,799,PAID
P00003064,S000531,202501,499,499,PAID
P00003065,S000531,202502,499,499,PAID
P00003066,S000531,202503,499,499,LATE
P00003067,S000531,202504,499,499,LATE
P00003068,S000531,202505,499,499,PAID
P00003069,S000531,202506,499,499,PAID
P00003070,S000531,202507,499,499,LATE
P00003071,S000531,202508,499,499,PAID
P00003072,S000531,202509,499,499,PAID
P00003073,S000531,202510,499,499,PAID
P00003074,S000531,202511,499,499,PAID
P00003075,S000531,202512,499,499,PAID
P00003076,S000532,202509,799,799,PAID
P00003077,S000532,202510,799,799,LATE
P00003078,S000532,202511,799,799,PAID
P00003079,S000532,202512,799,799,LATE
P00003080,S000533,202509,599,599,PAID
P00003081,S000533,202510,599,599,PAID
P00003082,S000533,202511,599,599,PAID
P00003083,S000533,202512,599,0,UNPAID
P00003084,S000534,202504,599,599,LATE
P00003085,S000534,202505,599,599,PAID
P00003086,S000534,202506,599,0,UNPAID
P00003087,S000534,202507,599,599,PAID
P00003088,S000534,202508,599,599,PAID
P00003089,S000534,202509,599,599,PAID
P00003090,S000534,202510,599,599,PAID
P00003091,S000534,202511,599,599,PAID
P00003092,S000534,202512,599,0,UNPAID
P00003093,S000535,202503,599,599,PAID
P00003094,S000535,202504,599,0,UNPAID
P00003095,S000535,202505,599,599,PAID
P00003096,S000535,202506,599,599,LATE
P00003097,S000535,202507,599,599,PAID
P00003098,S000535,202508,599,599,PAID
P00003099,S000535,202509,599,599,PAID
P00003100,S000535,202510,599,0,UNPAID
P00003101,S000535,202511,599,599,PAID
P00003102,S000535,202512,599,599,PAID
P00003103,S000536,202511,999,999,PAID
P00003104,S000536,202512,999,999,PAID
P00003105,S000537,202503,599,599,PAID
P00003106,S000537,202504,599,599,PAID
P00003107,S000537,202505,599,599,PAID
P00003108,S000537,202506,599,599,PAID
P00003109,S000537,202507,599,599,PAID
P00003110,S000537,202508,599,599,PAID
P00003111,S000537,202509,599,599,PAID
P00003112,S000537,202510,599,599,PAID
P00003113,S000537,202511,599,599,LATE
P00003114,S000537,202512,599,599,LATE
P00003115,S000538,202505,499,499,PAID
P00003116,S000538,202506,499,499,PAID
P00003117,S000538,202507,499,499,PAID
P00003118,S000538,202508,499,499,PAID
P00003119,S000538,202509,499,499,PAID
P00003120,S000538,202510,499,499,PAID
P00003121,S000538,202511,499,499,PAID
P00003122,S000538,202512,499,499,PAID
P00003123,S000539,202508,499,499,PAID
P00003124,S000539,202509,499,499,PAID
P00003125,S000539,202510,499,499,LATE
P00003126,S000539,202511,499,499,PAID
P00003127,S000539,202512,499,0,UNPAID
P00003128,S000540,202503,399,399,PAID
P00003129,S000540,202504,399,399,PAID
P00003130,S000541,202509,499,499,PAID
P00003131,S000541,202510,499,499,PAID
P00003132,S000541,202511,499,499,PAID
P00003133,S000542,202506,999,999,PAID
P00003134,S000542,202507,999,999,PAID
P00003135,S000542,202508,999,999,LATE
P00003136,S000542,202509,999,999,PAID
P00003137,S000542,202510,999,999,PAID
P00003138,S000542,202511,999,999,PAID
P00003139,S000542,202512,999,999,PAID
P00003140,S000543,202506,499,499,PAID
P00003141,S000543,202507,499,499,PAID
P00003142,S000544,202512,999,999,PAID
P00003143,S000545,202501,999,999,PAID
P00003144,S000545,202502,999,999,PAID
P00003145,S000545,202503,999,0,UNPAID
P00003146,S000545,202504,999,0,UNPAID
P00003147,S000545,202505,999,0,UNPAID
P00003148,S000545,202506,999,999,PAID
P00003149,S000545,202507,999,999,LATE
P00003150,S000545,202508,999,999,LATE
P00003151,S000545,202509,999,999,PAID
P00003152,S000545,202510,999,999,PAID
P00003153,S000545,202511,999,999,PAID
P00003154,S000545,202512,999,999,PAID
P00003155,S000546,202506,399,399,PAID
P00003156,S000546,202507,399,399,PAID
P00003157,S000546,202508,399,399,PAID
P00003158,S000546,202509,399,399,PAID
P00003159,S000546,202510,399,399,PAID
P00003160,S000546,202511,399,399,LATE
P00003161,S000546,202512,399,399,PAID
P00003162,S000547,202501,499,499,PAID
P00003163,S000547,202502,499,499,PAID
P00003164,S000547,202503,499,499,PAID
P00003165,S000547,202504,499,499,PAID
P00003166,S000547,202505,499,499,PAID
P00003167,S000547,202506,499,499,PAID
P00003168,S000547,202507,499,0,UNPAID
P00003169,S000547,202508,499,499,LATE
P00003170,S000547,202509,499,499,PAID
P00003171,S000547,202510,499,0,UNPAID
P00003172,S000547,202511,499,499,PAID
P00003173,S000547,202512,499,499,PAID
P00003174,S000548,202504,999,999,PAID
P00003175,S000548,202505,999,999,PAID
P00003176,S000548,202506,999,999,PAID
P00003177,S000548,202507,999,999,PAID
P00003178,S000548,202508,999,999,PAID
P00003179,S000548,202509,999,999,PAID
P00003180,S000548,202510,999,999,PAID
P00003181,S000548,202511,999,999,PAID
P00003182,S000548,202512,999,999,PAID
P00003183,S000549,202508,499,499,PAID
P00003184,S000549,202509,499,499,PAID
P00003185,S000549,202510,499,499,LATE
P00003186,S000549,202511,499,499,PAID
P00003187,S000549,202512,499,499,PAID
P00003188,S000550,202505,999,999,PAID
P00003189,S000550,202506,999,999,PAID
P00003190,S000550,202507,999,999,PAID
P00003191,S000550,202508,999,999,PAID
P00003192,S000550,202509,999,0,UNPAID
P00003193,S000550,202510,999,0,UNPAID
P00003194,S000551,202504,599,0,UNPAID
P00003195,S000551,202505,599,599,PAID
P00003196,S000551,202506,599,0,UNPAID
P00003197,S000551,202507,599,599,PAID
P00003198,S000551,202508,599,599,PAID
P00003199,S000551,202509,599,599,PAID
P00003200,S000551,202510,599,599,PAID
P00003201,S000551,202511,599,599,LATE
P00003202,S000551,202512,599,599,PAID
P00003203,S000552,202503,999,999,PAID
P00003204,S000552,202504,999,999,PAID
P00003205,S000552,202505,999,999,PAID
P00003206,S000552,202506,999,999,PAID
P00003207,S000552,202507,999,999,PAID
P00003208,S000552,202508,999,999,PAID
P00003209,S000552,202509,999,999,LATE
P00003210,S000552,202510,999,999,PAID
P00003211,S000552,202511,999,999,PAID
P00003212,S000552,202512,999,0,UNPAID
P00003213,S000553,202503,799,799,PAID
P00003214,S000553,202504,799,799,PAID
P00003215,S000553,202505,799,0,UNPAID
P00003216,S000553,202506,799,799,PAID
P00003217,S000553,202507,799,799,PAID
P00003218,S000553,202508,799,0,UNPAID
P00003219,S000553,202509,799,799,PAID
P00003220,S000554,202503,799,799,PAID
P00003221,S000554,202504,799,799,PAID
P00003222,S000555,202502,999,999,PAID
P00003223,S000555,202503,999,999,PAID
P00003224,S000555,202504,999,999,PAID
P00003225,S000555,202505,999,999,PAID
P00003226,S000555,202506,999,999,PAID
P00003227,S000555,202507,999,999,PAID
P00003228,S000555,202508,999,999,LATE
P00003229,S000555,202509,999,0,UNPAID
P00003230,S000555,202510,999,999,LATE
P00003231,S000555,202511,999,999,PAID
P00003232,S000555,202512,999,999,LATE
P00003233,S000556,202510,499,499,PAID
P00003234,S000556,202511,499,499,PAID
P00003235,S000556,202512,499,499,PAID
P00003236,S000557,202508,799,799,PAID
P00003237,S000557,202509,799,799,PAID
P00003238,S000557,202510,799,799,PAID
P00003239,S000557,202511,799,799,PAID
P00003240,S000557,202512,799,799,PAID
P00003241,S000558,202508,799,799,PAID
P00003242,S000558,202509,799,799,PAID
P00003243,S000558,202510,799,799,LATE
P00003244,S000558,202511,799,799,PAID
P00003245,S000558,202512,799,799,PAID
P00003246,S000559,202504,999,999,PAID
P00003247,S000559,202505,999,999,PAID
P00003248,S000559,202506,999,999,PAID
P00003249,S000559,202507,999,999,PAID
P00003250,S000559,202508,999,999,PAID
P00003251,S000559,202509,999,999,PAID
P00003252,S000559,202510,999,999,PAID
P00003253,S000559,202511,999,999,LATE
P00003254,S000559,202512,999,999,LATE
P00003255,S000560,202506,599,599,PAID
P00003256,S000560,202507,599,599,PAID
P00003257,S000560,202508,599,599,PAID
P00003258,S000560,202509,599,599,PAID
P00003259,S000560,202510,599,599,PAID
P00003260,S000560,202511,599,599,PAID
P00003261,S000560,202512,599,599,PAID
P00003262,S000561,202508,799,799,PAID
P00003263,S000561,202509,799,799,PAID
P00003264,S000561,202510,799,799,PAID
P00003265,S000561,202511,799,799,PAID
P00003266,S000561,202512,799,799,PAID
P00003267,S000562,202506,599,599,LATE
P00003268,S000562,202507,599,599,PAID
P00003269,S000562,202508,599,599,PAID
P00003270,S000562,202509,599,599,PAID
P00003271,S000562,202510,599,599,PAID
P00003272,S000562,202511,599,599,PAID
P00003273,S000562,202512,599,599,LATE
P00003274,S000563,202510,399,0,UNPAID
P00003275,S000563,202511,399,399,LATE
P00003276,S000563,202512,399,399,PAID
P00003277,S000564,202512,999,999,PAID
P00003278,S000565,202505,999,999,PAID
P00003279,S000565,202506,999,999,PAID
P00003280,S000565,202507,999,999,PAID
P00003281,S000565,202508,999,999,PAID
P00003282,S000565,202509,999,999,PAID
P00003283,S000565,202510,999,999,PAID
P00003284,S000565,202511,999,999,LATE
P00003285,S000565,202512,999,999,PAID
P00003286,S000566,202504,499,499,PAID
P00003287,S000566,202505,499,499,PAID
P00003288,S000566,202506,499,499,PAID
P00003289,S000566,202507,499,499,PAID
P00003290,S000566,202508,499,499,PAID
P00003291,S000566,202509,499,499,PAID
P00003292,S000566,202510,499,499,PAID
P00003293,S000566,202511,499,499,PAID
P00003294,S000566,202512,499,499,PAID
P00003295,S000567,202507,999,999,PAID
P00003296,S000567,202508,999,999,PAID
P00003297,S000567,202509,999,999,PAID
P00003298,S000568,202507,999,999,PAID
P00003299,S000568,202508,999,999,PAID
P00003300,S000568,202509,999,999,PAID
P00003301,S000568,202510,999,999,PAID
P00003302,S000568,202511,999,999,LATE
P00003303,S000568,202512,999,999,PAID
P00003304,S000569,202503,999,999,PAID
P00003305,S000569,202504,999,999,PAID
P00003306,S000569,202505,999,0,UNPAID
P00003307,S000569,202506,999,999,PAID
P00003308,S000569,202507,999,0,UNPAID
P00003309,S000569,202508,999,999,LATE
P00003310,S000569,202509,999,999,PAID
P00003311,S000569,202510,999,999,PAID
P00003312,S000569,202511,999,999,PAID
P00003313,S000569,202512,999,999,LATE
P00003314,S000570,202502,599,599,PAID
P00003315,S000570,202503,599,599,PAID
P00003316,S000570,202504,599,599,PAID
P00003317,S000570,202505,599,599,PAID
P00003318,S000570,202506,599,599,PAID
P00003319,S000570,202507,599,599,PAID
P00003320,S000570,202508,599,599,PAID
P00003321,S000570,202509,599,599,LATE
P00003322,S000570,202510,599,599,PAID
P00003323,S000570,202511,599,599,PAID
P00003324,S000570,202512,599,599,PAID
P00003325,S000571,202508,999,999,PAID
P00003326,S000571,202509,999,999,PAID
P00003327,S000571,202510,999,999,PAID
P00003328,S000571,202511,999,999,PAID
P00003329,S000571,202512,999,999,PAID
P00003330,S000572,202511,599,599,PAID
P00003331,S000572,202512,599,599,PAID
P00003332,S000573,202511,499,499,PAID
P00003333,S000573,202512,499,499,LATE
P00003334,S000574,202510,399,399,PAID
P00003335,S000574,202511,399,399,PAID
P00003336,S000574,202512,399,399,PAID
P00003337,S000575,202511,999,999,LATE
P00003338,S000575,202512,999,999,PAID
P00003339,S000576,202504,599,599,PAID
P00003340,S000576,202505,599,0,UNPAID
P00003341,S000576,202506,599,599,PAID
P00003342,S000576,202507,599,599,PAID
P00003343,S000576,202508,599,599,PAID
P00003344,S000576,202509,599,599,PAID
P00003345,S000576,202510,599,599,LATE
P00003346,S000576,202511,599,599,PAID
P00003347,S000576,202512,599,599,LATE
P00003348,S000577,202507,399,399,PAID
P00003349,S000577,202508,399,399,LATE
P00003350,S000577,202509,399,399,PAID
P00003351,S000577,202510,399,399,PAID
P00003352,S000577,202511,399,399,PAID
P00003353,S000577,202512,399,399,PAID
P00003354,S000578,202510,499,499,PAID
P00003355,S000578,202511,499,0,UNPAID
P00003356,S000578,202512,499,499,PAID
P00003357,S000579,202501,399,399,PAID
P00003358,S000579,202502,399,399,PAID
P00003359,S000579,202503,399,399,PAID
P00003360,S000579,202504,399,399,PAID
P00003361,S000579,202505,399,399,PAID
P00003362,S000579,202506,399,399,PAID
P00003363,S000579,202507,399,399,PAID
P00003364,S000579,202508,399,399,PAID
P00003365,S000579,202509,399,399,PAID
P00003366,S000579,202510,399,399,PAID
P00003367,S000579,202511,399,399,LATE
P00003368,S000579,202512,399,399,PAID
P00003369,S000580,202512,399,399,PAID
P00003370,S000581,202501,999,999,PAID
P00003371,S000581,202502,999,999,PAID
P00003372,S000581,202503,999,999,PAID
P00003373,S000581,202504,999,999,PAID
P00003374,S000581,202505,999,999,LATE
P00003375,S000581,202506,999,999,PAID
P00003376,S000581,202507,999,0,UNPAID
P00003377,S000581,202508,999,999,PAID
P00003378,S000581,202509,999,999,PAID
P00003379,S000581,202510,999,999,PAID
P00003380,S000581,202511,999,999,LATE
P00003381,S000581,202512,999,999,PAID
P00003382,S000582,202511,799,799,PAID
P00003383,S000582,202512,799,799,PAID
P00003384,S000583,202507,499,499,PAID
P00003385,S000583,202508,499,499,PAID
P00003386,S000583,202509,499,499,PAID
P00003387,S000583,202510,499,499,PAID
P00003388,S000583,202511,499,499,PAID
P00003389,S000583,202512,499,499,PAID
P00003390,S000584,202503,599,599,PAID
P00003391,S000584,202504,599,599,PAID
P00003392,S000584,202505,599,599,PAID
P00003393,S000584,202506,599,599,PAID
P00003394,S000584,202507,599,599,PAID
P00003395,S000584,202508,599,599,PAID
P00003396,S000584,202509,599,599,PAID
P00003397,S000584,202510,599,599,PAID
P00003398,S000584,202511,599,599,PAID
P00003399,S000584,202512,599,599,PAID
P00003400,S000585,202503,499,499,PAID
P00003401,S000585,202504,499,499,PAID
P00003402,S000585,202505,499,499,PAID
P00003403,S000585,202506,499,499,PAID
P00003404,S000585,202507,499,0,UNPAID
P00003405,S000585,202508,499,499,LATE
P00003406,S000585,202509,499,499,LATE
P00003407,S000585,202510,499,499,LATE
P00003408,S000585,202511,499,499,PAID
P00003409,S000585,202512,499,499,PAID
P00003410,S000586,202501,799,799,PAID
P00003411,S000586,202502,799,799,PAID
P00003412,S000587,202503,999,999,PAID
P00003413,S000587,202504,999,999,PAID
P00003414,S000587,202505,999,999,PAID
P00003415,S000587,202506,999,0,UNPAID
P00003416,S000587,202507,999,999,LATE
P00003417,S000587,202508,999,999,PAID
P00003418,S000587,202509,999,999,PAID
P00003419,S000587,202510,999,999,PAID
P00003420,S000588,202510,799,799,PAID
P00003421,S000588,202511,799,799,PAID
P00003422,S000588,202512,799,799,PAID
P00003423,S000589,202506,999,0,UNPAID
P00003424,S000589,202507,999,999,PAID
P00003425,S000589,202508,999,999,PAID
P00003426,S000589,202509,999,999,PAID
P00003427,S000589,202510,999,999,PAID
P00003428,S000589,202511,999,999,LATE
P00003429,S000589,202512,999,999,LATE
P00003430,S000590,202510,499,499,LATE
P00003431,S000590,202511,499,499,PAID
P00003432,S000590,202512,499,499,PAID
P00003433,S000591,202507,599,599,PAID
P00003434,S000591,202508,599,599,PAID
P00003435,S000591,202509,599,599,PAID
P00003436,S000591,202510,599,599,LATE
P00003437,S000591,202511,599,599,PAID
P00003438,S000591,202512,599,599,PAID
P00003439,S000592,202501,599,599,PAID
P00003440,S000592,202502,599,599,PAID
P00003441,S000592,202503,599,599,PAID
P00003442,S000592,202504,599,599,PAID
P00003443,S000592,202505,599,599,PAID
P00003444,S000592,202506,599,599,PAID
P00003445,S000592,202507,599,599,PAID
P00003446,S000592,202508,599,599,PAID
P00003447,S000592,202509,599,599,PAID
P00003448,S000592,202510,599,599,PAID
P00003449,S000592,202511,599,599,PAID
P00003450,S000592,202512,599,599,PAID
P00003451,S000593,202510,399,399,PAID
P00003452,S000593,202511,399,399,LATE
P00003453,S000593,202512,399,399,PAID
P00003454,S000594,202512,799,799,PAID
P00003455,S000595,202509,499,499,PAID
P00003456,S000595,202510,499,0,UNPAID
P00003457,S000595,202511,499,499,PAID
P00003458,S000595,202512,499,499,PAID
P00003459,S000596,202511,399,399,PAID
P00003460,S000596,202512,399,0,UNPAID
P00003461,S000597,202510,399,399,PAID
P00003462,S000597,202511,399,399,PAID
P00003463,S000597,202512,399,399,PAID
P00003464,S000598,202508,999,999,PAID
P00003465,S000598,202509,999,999,PAID
P00003466,S000598,202510,999,999,PAID
P00003467,S000598,202511,999,999,PAID
P00003468,S000598,202512,999,999,PAID
P00003469,S000599,202507,599,599,PAID
P00003470,S000599,202508,599,599,PAID
P00003471,S000599,202509,599,0,UNPAID
P00003472,S000599,202510,599,599,LATE
P00003473,S000599,202511,599,599,PAID
P00003474,S000599,202512,599,599,PAID
P00003475,S000600,202501,599,599,PAID
P00003476,S000600,202502,599,599,PAID
P00003477,S000600,202503,599,599,PAID
P00003478,S000600,202504,599,599,PAID
P00003479,S000600,202505,599,599,PAID
P00003480,S000600,202506,599,599,PAID
P00003481,S000600,202507,599,599,PAID
P00003482,S000600,202508,599,599,LATE
P00003483,S000600,202509,599,599,PAID
P00003484,S000600,202510,599,599,PAID
P00003485,S000600,202511,599,599,PAID
P00003486,S000600,202512,599,599,PAID
P00003487,S000601,202501,499,499,PAID
P00003488,S000601,202502,499,499,PAID
P00003489,S000601,202503,499,499,PAID
P00003490,S000601,202504,499,499,PAID
P00003491,S000601,202505,499,499,PAID
P00003492,S000601,202506,499,499,PAID
P00003493,S000601,202507,499,499,PAID
P00003494,S000601,202508,499,499,PAID
P00003495,S000601,202509,499,499,PAID
P00003496,S000601,202510,499,499,PAID
P00003497,S000601,202511,499,499,PAID
P00003498,S000601,202512,499,499,LATE
P00003499,S000602,202511,999,999,LATE
P00003500,S000602,202512,999,999,PAID
P00003501,S000603,202505,999,999,PAID
P00003502,S000603,202506,999,999,PAID
P00003503,S000603,202507,999,999,PAID
P00003504,S000603,202508,999,999,PAID
P00003505,S000603,202509,999,999,PAID
P00003506,S000603,202510,999,999,PAID
P00003507,S000603,202511,999,999,LATE
P00003508,S000603,202512,999,999,PAID
P00003509,S000604,202505,599,599,PAID
P00003510,S000604,202506,599,599,PAID
P00003511,S000604,202507,599,599,LATE
P00003512,S000604,202508,599,599,LATE
P00003513,S000604,202509,599,599,PAID
P00003514,S000604,202510,599,599,PAID
P00003515,S000604,202511,599,599,PAID
P00003516,S000604,202512,599,599,PAID
P00003517,S000605,202505,499,499,PAID
P00003518,S000605,202506,499,499,PAID
P00003519,S000606,202511,599,0,UNPAID
P00003520,S000606,202512,599,599,PAID
P00003521,S000607,202508,399,399,PAID
P00003522,S000607,202509,399,399,PAID
P00003523,S000607,202510,399,399,PAID
P00003524,S000607,202511,399,399,PAID
P00003525,S000607,202512,399,399,PAID
P00003526,S000608,202502,499,499,PAID
P00003527,S000608,202503,499,499,PAID
P00003528,S000608,202504,499,499,PAID
P00003529,S000608,202505,499,499,PAID
P00003530,S000608,202506,499,0,UNPAID
P00003531,S000608,202507,499,499,PAID
P00003532,S000608,202508,499,0,UNPAID
P00003533,S000608,202509,499,499,PAID
P00003534,S000608,202510,499,499,PAID
P00003535,S000608,202511,499,499,PAID
P00003536,S000608,202512,499,499,PAID
P00003537,S000609,202507,799,799,PAID
P00003538,S000609,202508,799,799,PAID
P00003539,S000609,202509,799,799,PAID
P00003540,S000609,202510,799,799,PAID
P00003541,S000609,202511,799,799,PAID
P00003542,S000609,202512,799,799,PAID
P00003543,S000610,202504,399,399,PAID
P00003544,S000610,202505,399,399,PAID
P00003545,S000610,202506,399,399,PAID
P00003546,S000610,202507,399,399,PAID
P00003547,S000610,202508,399,399,PAID
P00003548,S000610,202509,399,0,UNPAID
P00003549,S000610,202510,399,399,PAID
P00003550,S000610,202511,399,399,PAID
P00003551,S000610,202512,399,399,PAID
P00003552,S000611,202502,799,799,LATE
P00003553,S000611,202503,799,799,PAID
P00003554,S000611,202504,799,799,LATE
P00003555,S000611,202505,799,799,PAID
P00003556,S000611,202506,799,799,PAID
P00003557,S000611,202507,799,799,PAID
P00003558,S000611,202508,799,799,PAID
P00003559,S000611,202509,799,799,PAID
P00003560,S000611,202510,799,799,LATE
P00003561,S000612,202508,499,499,PAID
P00003562,S000612,202509,499,499,PAID
P00003563,S000612,202510,499,499,PAID
P00003564,S000612,202511,499,499,LATE
P00003565,S000612,202512,499,499,PAID
P00003566,S000613,202511,599,599,PAID
P00003567,S000613,202512,599,599,PAID
P00003568,S000614,202509,599,599,PAID
P00003569,S000614,202510,599,599,PAID
P00003570,S000614,202511,599,0,UNPAID
P00003571,S000614,202512,599,599,PAID
P00003572,S000615,202507,399,399,PAID
P00003573,S000615,202508,399,399,PAID
P00003574,S000615,202509,399,399,PAID
P00003575,S000615,202510,399,399,PAID
P00003576,S000615,202511,399,399,PAID
P00003577,S000615,202512,399,399,LATE
P00003578,S000616,202509,999,999,PAID
P00003579,S000616,202510,999,999,PAID
P00003580,S000616,202511,999,999,PAID
P00003581,S000616,202512,999,999,PAID
P00003582,S000617,202506,599,599,PAID
P00003583,S000617,202507,599,599,PAID
P00003584,S000617,202508,599,599,PAID
P00003585,S000617,202509,599,599,LATE
P00003586,S000617,202510,599,599,PAID
P00003587,S000617,202511,599,599,LATE
P00003588,S000617,202512,599,599,PAID
P00003589,S000618,202508,499,499,PAID
P00003590,S000618,202509,499,499,PAID
P00003591,S000618,202510,499,499,PAID
P00003592,S000618,202511,499,499,LATE
P00003593,S000618,202512,499,499,PAID
P00003594,S000619,202509,499,499,PAID
P00003595,S000619,202510,499,499,PAID
P00003596,S000619,202511,499,0,UNPAID
P00003597,S000619,202512,499,499,PAID
P00003598,S000620,202509,399,399,LATE
P00003599,S000620,202510,399,399,PAID
P00003600,S000621,202502,799,799,PAID
P00003601,S000621,202503,799,799,LATE
P00003602,S000621,202504,799,799,PAID
P00003603,S000621,202505,799,799,PAID
P00003604,S000621,202506,799,799,PAID
P00003605,S000621,202507,799,799,PAID
P00003606,S000621,202508,799,799,PAID
P00003607,S000621,202509,799,0,UNPAID
P00003608,S000621,202510,799,799,PAID
P00003609,S000621,202511,799,799,PAID
P00003610,S000621,202512,799,799,PAID
P00003611,S000622,202504,499,499,PAID
P00003612,S000622,202505,499,499,PAID
P00003613,S000622,202506,499,499,PAID
P00003614,S000622,202507,499,0,UNPAID
P00003615,S000622,202508,499,499,LATE
P00003616,S000622,202509,499,499,PAID
P00003617,S000622,202510,499,499,PAID
P00003618,S000622,202511,499,499,PAID
P00003619,S000622,202512,499,499,PAID
P00003620,S000623,202501,999,999,PAID
P00003621,S000623,202502,999,999,PAID
P00003622,S000623,202503,999,0,UNPAID
P00003623,S000623,202504,999,999,PAID
P00003624,S000623,202505,999,999,PAID
P00003625,S000623,202506,999,999,PAID
P00003626,S000623,202507,999,999,PAID
P00003627,S000623,202508,999,999,PAID
P00003628,S000623,202509,999,999,PAID
P00003629,S000623,202510,999,999,PAID
P00003630,S000623,202511,999,999,PAID
P00003631,S000623,202512,999,999,PAID
P00003632,S000624,202510,399,399,PAID
P00003633,S000624,202511,399,399,LATE
P00003634,S000624,202512,399,399,PAID
P00003635,S000625,202510,499,499,PAID
P00003636,S000625,202511,499,499,PAID
P00003637,S000626,202505,799,799,PAID
P00003638,S000626,202506,799,799,LATE
P00003639,S000626,202507,799,799,PAID
P00003640,S000626,202508,799,799,PAID
P00003641,S000626,202509,799,799,PAID
P00003642,S000626,202510,799,799,PAID
P00003643,S000626,202511,799,799,LATE
P00003644,S000626,202512,799,799,PAID
P00003645,S000627,202507,599,599,PAID
P00003646,S000627,202508,599,599,PAID
P00003647,S000627,202509,599,599,PAID
P00003648,S000627,202510,599,599,PAID
P00003649,S000627,202511,599,599,PAID
P00003650,S000627,202512,599,599,PAID
P00003651,S000628,202503,399,399,PAID
P00003652,S000628,202504,399,399,PAID
P00003653,S000628,202505,399,399,PAID
P00003654,S000628,202506,399,399,PAID
P00003655,S000628,202507,399,399,PAID
P00003656,S000628,202508,399,399,PAID
P00003657,S000628,202509,399,399,LATE
P00003658,S000628,202510,399,399,PAID
P00003659,S000628,202511,399,0,UNPAID
P00003660,S000628,202512,399,399,PAID
P00003661,S000629,202507,599,599,PAID
P00003662,S000629,202508,599,599,LATE
P00003663,S000629,202509,599,599,PAID
P00003664,S000629,202510,599,599,PAID
P00003665,S000629,202511,599,599,PAID
P00003666,S000629,202512,599,599,PAID
P00003667,S000630,202503,499,499,LATE
P00003668,S000630,202504,499,499,PAID
P00003669,S000630,202505,499,499,PAID
P00003670,S000630,202506,499,499,PAID
P00003671,S000630,202507,499,499,PAID
P00003672,S000630,202508,499,499,PAID
P00003673,S000630,202509,499,0,UNPAID
P00003674,S000630,202510,499,499,PAID
P00003675,S000630,202511,499,499,PAID
P00003676,S000630,202512,499,499,PAID
P00003677,S000631,202503,499,499,PAID
P00003678,S000631,202504,499,499,PAID
P00003679,S000631,202505,499,499,PAID
P00003680,S000631,202506,499,499,PAID
P00003681,S000631,202507,499,499,PAID
P00003682,S000631,202508,499,499,PAID
P00003683,S000631,202509,499,499,PAID
P00003684,S000631,202510,499,499,PAID
P00003685,S000631,202511,499,499,LATE
P00003686,S000631,202512,499,499,PAID
P00003687,S000632,202504,799,799,PAID
P00003688,S000632,202505,799,799,PAID
P00003689,S000632,202506,799,799,PAID
P00003690,S000632,202507,799,799,PAID
P00003691,S000632,202508,799,799,PAID
P00003692,S000632,202509,799,799,PAID
P00003693,S000632,202510,799,799,PAID
P00003694,S000632,202511,799,799,PAID
P00003695,S000632,202512,799,799,PAID
P00003696,S000633,202502,599,599,PAID
P00003697,S000633,202503,599,599,PAID
P00003698,S000633,202504,599,599,PAID
P00003699,S000634,202501,399,399,LATE
P00003700,S000634,202502,399,399,PAID
P00003701,S000634,202503,399,399,PAID
P00003702,S000634,202504,399,399,LATE
P00003703,S000634,202505,399,399,LATE
P00003704,S000634,202506,399,399,PAID
P00003705,S000634,202507,399,399,PAID
P00003706,S000634,202508,399,399,PAID
P00003707,S000634,202509,399,399,PAID
P00003708,S000634,202510,399,399,LATE
P00003709,S000634,202511,399,399,LATE
P00003710,S000634,202512,399,399,PAID
P00003711,S000635,202511,599,599,PAID
P00003712,S000635,202512,599,599,LATE
P00003713,S000636,202510,799,0,UNPAID
P00003714,S000636,202511,799,799,PAID
P00003715,S000636,202512,799,799,PAID
P00003716,S000637,202512,999,999,PAID
P00003717,S000638,202501,799,799,PAID
P00003718,S000638,202502,799,799,PAID
P00003719,S000638,202503,799,799,LATE
P00003720,S000638,202504,799,799,LATE
