subscription_id,usage_date,month_id,download_gb,upload_gb,avg_speed_mbps
S000507,2025-10-01,202510,367.28,85.55,748.03
S000507,2025-11-01,202511,337.55,72.45,1173.67
S000507,2025-12-01,202512,431.61,88.26,665.02
S000508,2025-01-01,202501,309.39,77.38,743.92
S000508,2025-02-01,202502,180.76,48.61,604.47
S000508,2025-03-01,202503,368.64,75.21,921.72
S000508,2025-04-01,202504,216.58,64.97,928.01
S000508,2025-05-01,202505,361.8,97.7,1007.69
S000508,2025-06-01,202506,287.56,78.01,659.14
S000508,2025-07-01,202507,174.09,73.79,832.16
S000508,2025-08-01,202508,398.65,92.38,643.67
S000508,2025-09-01,202509,290.95,105.39,625.4
S000508,2025-10-01,202510,376.47,83.27,919.26
S000508,2025-11-01,202511,437.43,54.09,521.87
S000508,2025-12-01,202512,402.1,78.71,631.72
S000509,2025-10-01,202510,441.41,83.75,707.87
S000509,2025-11-01,202511,420.18,72.5,935.28
S000509,2025-12-01,202512,279.08,93.14,915.07
S000510,2025-08-01,202508,226.04,73.13,871.33
S000510,2025-09-01,202509,454.15,76.57,589.8
S000510,2025-10-01,202510,436.03,103.67,525.3
S000510,2025-11-01,202511,241.65,84.51,794.4
S000510,2025-12-01,202512,323.08,93.59,593.48
S000511,2025-04-01,202504,159.68,71.52,709.48
S000511,2025-05-01,202505,325.17,56.83,427.65
S000511,2025-06-01,202506,303.73,97.95,888.43
S000511,2025-07-01,202507,456.89,63.68,526.94
S000511,2025-08-01,202508,394.7,92.7,760.03
S000511,2025-09-01,202509,168.73,62.66,695.55
S000511,2025-10-01,202510,393.85,95.35,721.64
S000511,2025-11-01,202511,379.77,81.7,802.84
S000511,2025-12-01,202512,378.16,81.31,659.74
S000512,2025-01-01,202501,357.32,89.69,740.12
S000512,2025-02-01,202502,384.27,106.85,739.77
S000512,2025-03-01,202503,291.59,97.67,495.07
S000512,2025-04-01,202504,252.67,86.72,777.46
S000512,2025-05-01,202505,237.95,72.34,609.09
S000512,2025-06-01,202506,306.2,98.87,805.98
S000512,2025-07-01,202507,348.28,69.08,497.55
S000512,2025-08-01,202508,477.82,91.84,594.0
S000512,2025-09-01,202509,414.76,78.6,656.93
S000512,2025-10-01,202510,389.17,65.17,648.44
S000512,2025-11-01,202511,360.93,70.01,800.36
S000512,2025-12-01,202512,518.22,64.91,450.23
S000513,2025-03-01,202503,169.84,76.99,600.53
S000513,2025-04-01,202504,368.71,82.65,459.52
S000513,2025-05-01,202505,186.66,85.92,720.31
S000513,2025-06-01,202506,311.68,46.86,770.71
S000513,2025-07-01,202507,464.47,85.56,572.88
S000513,2025-08-01,202508,354.01,52.68,858.69
S000513,2025-09-01,202509,357.37,44.64,654.9
S000513,2025-10-01,202510,391.7,73.34,658.62
S000513,2025-11-01,202511,239.8,91.33,602.73
S000513,2025-12-01,202512,155.92,72.57,847.17
S000514,2025-06-01,202506,315.18,114.76,764.35
S000514,2025-07-01,202507,380.49,77.43,689.76
S000514,2025-08-01,202508,326.29,73.95,779.63
S000514,2025-09-01,202509,265.78,58.48,531.52
S000514,2025-10-01,202510,534.11,90.61,745.67
S000514,2025-11-01,202511,254.82,92.47,682.51
S000514,2025-12-01,202512,369.28,60.47,724.04
S000515,2025-03-01,202503,311.85,64.69,810.12
S000515,2025-04-01,202504,211.61,91.3,802.67
S000515,2025-05-01,202505,270.83,63.59,666.55
S000515,2025-06-01,202506,375.38,76.94,765.03
S000515,2025-07-01,202507,508.67,69.85,442.72
S000515,2025-08-01,202508,424.33,113.67,758.92
S000516,2025-08-01,202508,252.1,77.52,532.22
S000516,2025-09-01,202509,407.86,52.97,654.98
S000516,2025-10-01,202510,259.61,82.54,645.05
S000516,2025-11-01,202511,365.91,80.45,552.0
S000516,2025-12-01,202512,406.42,79.02,551.72
S000517,2025-05-01,202505,551.68,89.53,677.01
S000517,2025-06-01,202506,477.37,116.84,678.2
S000517,2025-07-01,202507,381.27,60.24,677.92
S000517,2025-08-01,202508,332.08,83.7,749.91
S000517,2025-09-01,202509,400.38,84.75,518.39
S000517,2025-10-01,202510,265.54,69.07,657.66
S000517,2025-11-01,202511,444.57,56.74,646.39
S000517,2025-12-01,202512,435.77,74.0,769.06
S000518,2025-09-01,202509,337.44,85.14,665.73
S000518,2025-10-01,202510,410.04,49.1,645.5
S000518,2025-11-01,202511,376.69,90.67,923.94
S000519,2025-06-01,202506,314.81,109.59,601.15
S000519,2025-07-01,202507,469.58,96.35,562.98
S000519,2025-08-01,202508,377.63,78.98,793.84
S000519,2025-09-01,202509,329.91,73.86,905.36
S000519,2025-10-01,202510,341.12,96.53,666.2
S000519,2025-11-01,202511,500.0,66.43,607.88
S000519,2025-12-01,202512,487.21,71.1,940.16
S000520,2025-10-01,202510,430.27,76.91,428.01
S000520,2025-11-01,202511,348.26,82.03,875.08
S000521,2025-07-01,202507,492.96,66.3,820.18
S000521,2025-08-01,202508,418.89,101.47,774.8
S000521,2025-09-01,202509,175.18,76.89,526.64
S000521,2025-10-01,202510,331.77,99.6,745.77
S000521,2025-11-01,202511,453.33,86.84,505.25
S000521,2025-12-01,202512,123.12,82.98,667.91
S000522,2025-03-01,202503,262.07,45.99,589.79
S000522,2025-04-01,202504,332.5,93.32,728.29
S000522,2025-05-01,202505,494.73,59.29,832.16
S000522,2025-06-01,202506,354.26,93.89,634.52
S000522,2025-07-01,202507,446.45,85.9,598.08
S000522,2025-08-01,202508,348.92,75.21,773.38
S000522,2025-09-01,202509,243.82,79.41,759.3
S000522,2025-10-01,202510,352.97,106.94,816.1
S000522,2025-11-01,202511,349.33,84.33,744.35
S000522,2025-12-01,202512,386.3,43.49,654.77
S000523,2025-08-01,202508,216.4,105.57,690.87
S000523,2025-09-01,202509,332.6,97.94,763.35
S000523,2025-10-01,202510,248.42,78.58,649.72
S000523,2025-11-01,202511,192.99,66.19,672.47
S000523,2025-12-01,202512,339.65,50.36,872.75
S000524,2025-04-01,202504,340.81,80.75,760.1
S000524,2025-05-01,202505,279.07,89.13,644.94
S000525,2025-10-01,202510,269.31,91.47,923.75
S000525,2025-11-01,202511,415.23,98.46,621.91
S000525,2025-12-01,202512,206.21,109.8,1008.18
S000526,2025-06-01,202506,488.85,73.28,526.8
S000526,2025-07-01,202507,254.09,46.33,683.89
S000526,2025-08-01,202508,494.51,77.17,745.35
S000526,2025-09-01,202509,473.8,71.92,1005.33
S000526,2025-10-01,202510,529.29,77.38,613.37
S000526,2025-11-01,202511,412.75,73.05,526.52
S000526,2025-12-01,202512,465.31,104.33,723.33
S000527,2025-11-01,202511,236.34,55.41,716.08
S000527,2025-12-01,202512,305.01,73.18,853.29
S000528,2025-05-01,202505,415.99,107.56,551.41
S000528,2025-06-01,202506,319.11,95.18,767.21
S000528,2025-07-01,202507,487.91,88.41,977.22
S000528,2025-08-01,202508,398.6,101.24,651.47
S000528,2025-09-01,202509,351.29,98.22,941.95
S000528,2025-10-01,202510,415.63,78.34,906.6
S000528,2025-11-01,202511,152.72,51.56,802.25
S000528,2025-12-01,202512,351.27,92.11,709.66
S000529,2025-02-01,202502,401.39,63.71,785.57
S000529,2025-03-01,202503,439.5,104.41,1002.03
S000529,2025-04-01,202504,371.97,85.48,471.52
S000529,2025-05-01,202505,302.17,76.14,857.55
S000529,2025-06-01,202506,295.01,95.93,699.76
S000529,2025-07-01,202507,334.05,84.98,641.33
S000529,2025-08-01,202508,311.39,45.9,662.81
S000529,2025-09-01,202509,306.8,69.68,762.53
S000529,2025-10-01,202510,409.28,84.64,849.31
S000529,2025-11-01,202511,401.8,74.1,630.57
S000529,2025-12-01,202512,378.15,91.48,909.68
S000530,2025-03-01,202503,457.21,69.17,684.7
S000530,2025-04-01,202504,410.39,101.36,840.85
S000530,2025-05-01,202505,344.25,54.92,550.16
S000530,2025-06-01,202506,374.54,86.84,535.2
S000530,2025-07-01,202507,354.01,92.62,527.32
S000530,2025-08-01,202508,449.45,72.45,888.64
S000530,2025-09-01,202509,301.99,59.47,631.28
S000530,2025-10-01,202510,341.44,72.23,667.6
S000530,2025-11-01,202511,380.06,76.58,690.08
S000530,2025-12-01,202512,196.17,87.83,686.62
S000531,2025-01-01,202501,494.93,61.21,428.76
S000531,2025-02-01,202502,405.63,86.93,548.74
S000531,2025-03-01,202503,212.32,110.75,912.12
S000531,2025-04-01,202504,126.13,70.84,949.63
S000531,2025-05-01,202505,307.15,70.19,657.59
S000531,2025-06-01,202506,249.12,45.9,857.88
S000531,2025-07-01,202507,184.14,84.95,832.99
S000531,2025-08-01,202508,219.39,61.51,881.98
S000531,2025-09-01,202509,397.96,67.65,880.34
S000531,2025-10-01,202510,458.59,85.38,564.98
S000531,2025-11-01,202511,312.79,85.73,671.71
S000531,2025-12-01,202512,434.51,49.4,475.86
S000532,2025-09-01,202509,366.28,70.17,605.94
S000532,2025-10-01,202510,190.87,80.39,692.09
S000532,2025-11-01,202511,408.81,81.38,680.11
S000532,2025-12-01,202512,455.93,53.75,780.46
S000533,2025-09-01,202509,199.6,63.23,518.1
S000533,2025-10-01,202510,420.37,78.69,697.97
S000533,2025-11-01,202511,250.39,74.01,585.48
S000533,2025-12-01,202512,384.51,60.18,899.47
S000534,2025-04-01,202504,199.2,63.87,951.58
S000534,2025-05-01,202505,310.84,53.7,732.86
S000534,2025-06-01,202506,307.21,63.28,535.62
S000534,2025-07-01,202507,599.15,74.97,411.16
S000534,2025-08-01,202508,484.43,92.22,585.03
S000534,2025-09-01,202509,266.02,93.47,662.96
S000534,2025-10-01,202510,176.66,115.74,634.9
S000534,2025-11-01,202511,484.6,105.57,549.85
S000534,2025-12-01,202512,442.99,66.97,419.99
S000535,2025-03-01,202503,311.79,87.95,630.59
S000535,2025-04-01,202504,322.37,102.87,715.97
S000535,2025-05-01,202505,274.1,94.04,729.65
S000535,2025-06-01,202506,123.06,88.57,758.77
S000535,2025-07-01,202507,351.81,97.83,599.14
S000535,2025-08-01,202508,380.28,48.66,761.06
S000535,2025-09-01,202509,525.78,60.1,586.03
S000535,2025-10-01,202510,286.1,82.6,540.54
S000535,2025-11-01,202511,387.91,96.94,780.15
S000535,2025-12-01,202512,190.84,99.9,840.61
S000536,2025-11-01,202511,424.71,87.46,733.03
S000536,2025-12-01,202512,442.92,118.47,557.04
S000537,2025-03-01,202503,447.03,78.28,680.55
S000537,2025-04-01,202504,211.71,74.3,550.41
S000537,2025-05-01,202505,308.25,58.04,632.66
S000537,2025-06-01,202506,313.45,81.94,457.79
S000537,2025-07-01,202507,219.9,87.24,580.38
S000537,2025-08-01,202508,446.71,84.51,791.01
S000537,2025-09-01,202509,476.96,73.81,613.83
S000537,2025-10-01,202510,428.45,90.19,671.9
S000537,2025-11-01,202511,475.23,75.76,704.92
S000537,2025-12-01,202512,351.91,61.31,711.64
S000538,2025-05-01,202505,475.71,88.9,704.66
S000538,2025-06-01,202506,335.44,86.62,812.46
S000538,2025-07-01,202507,404.83,73.36,748.72
S000538,2025-08-01,202508,393.19,59.86,725.23
S000538,2025-09-01,202509,155.48,89.65,799.05
S000538,2025-10-01,202510,417.28,72.1,746.36
S000538,2025-11-01,202511,478.16,108.28,695.62
S000538,2025-12-01,202512,362.54,102.22,474.88
S000539,2025-08-01,202508,320.92,106.71,846.28
S000539,2025-09-01,202509,383.23,49.88,692.51
S000539,2025-10-01,202510,296.91,86.62,578.6
S000539,2025-11-01,202511,257.68,38.7,883.27
S000539,2025-12-01,202512,314.02,83.14,699.66
S000540,2025-03-01,202503,253.93,54.82,549.2
S000540,2025-04-01,202504,284.91,87.33,580.64
S000541,2025-09-01,202509,507.18,100.54,821.25
S000541,2025-10-01,202510,339.23,110.29,667.3
S000541,2025-11-01,202511,347.19,83.4,805.27
S000542,2025-06-01,202506,407.32,70.5,620.05
S000542,2025-07-01,202507,407.59,94.3,641.0
S000542,2025-08-01,202508,207.15,75.85,793.53
S000542,2025-09-01,202509,512.49,56.04,636.01
S000542,2025-10-01,202510,314.95,107.12,694.76
S000542,2025-11-01,202511,268.34,91.17,639.3
S000542,2025-12-01,202512,239.81,62.14,960.11
S000543,2025-06-01,202506,384.58,82.16,662.52
S000543,2025-07-01,202507,376.29,85.6,743.83
S000544,2025-12-01,202512,360.34,97.38,703.47
S000545,2025-01-01,202501,261.99,67.75,403.15
S000545,2025-02-01,202502,532.41,97.26,575.49
S000545,2025-03-01,202503,324.63,67.26,931.38
S000545,2025-04-01,202504,222.21,82.29,683.72
S000545,2025-05-01,202505,424.42,77.92,436.27
S000545,2025-06-01,202506,327.4,60.56,711.94
S000545,2025-07-01,202507,479.08,45.21,579.97
S000545,2025-08-01,202508,300.26,72.37,811.02
S000545,2025-09-01,202509,334.38,88.32,606.13
S000545,2025-10-01,202510,370.69,95.56,590.16
S000545,2025-11-01,202511,420.32,81.05,856.82
S000545,2025-12-01,202512,331.87,87.62,693.91
S000546,2025-06-01,202506,341.34,85.18,780.52
S000546,2025-07-01,202507,237.54,108.67,421.05
S000546,2025-08-01,202508,288.37,78.11,761.85
S000546,2025-09-01,202509,491.86,42.83,623.85
S000546,2025-10-01,202510,158.58,80.63,740.75
S000546,2025-11-01,202511,493.17,82.41,856.6
S000546,2025-12-01,202512,402.55,71.3,488.66
S000547,2025-01-01,202501,374.75,50.16,894.28
S000547,2025-02-01,202502,335.41,103.9,627.97
S000547,2025-03-01,202503,374.2,84.19,693.24
S000547,2025-04-01,202504,311.06,87.85,561.08
S000547,2025-05-01,202505,241.15,104.86,809.08
S000547,2025-06-01,202506,355.93,113.3,659.84
S000547,2025-07-01,202507,469.04,83.51,546.29
S000547,2025-08-01,202508,516.32,99.81,681.85
S000547,2025-09-01,202509,415.45,71.93,824.37
S000547,2025-10-01,202510,134.8,59.6,846.89
S000547,2025-11-01,202511,327.53,84.15,497.98
S000547,2025-12-01,202512,516.31,103.81,669.9
S000548,2025-04-01,202504,313.58,100.59,997.37
S000548,2025-05-01,202505,435.84,123.44,561.65
S000548,2025-06-01,202506,276.26,56.22,766.26
S000548,2025-07-01,202507,365.8,76.96,821.39
S000548,2025-08-01,202508,460.91,49.49,610.45
S000548,2025-09-01,202509,423.81,70.65,580.27
S000548,2025-10-01,202510,441.67,54.21,654.76
S000548,2025-11-01,202511,379.58,68.52,817.47
S000548,2025-12-01,202512,298.8,108.17,681.14
S000549,2025-08-01,202508,410.41,94.92,605.87
S000549,2025-09-01,202509,165.19,87.22,710.84
S000549,2025-10-01,202510,400.02,75.47,635.44
S000549,2025-11-01,202511,530.76,50.55,810.09
S000549,2025-12-01,202512,298.29,73.28,652.43
S000550,2025-05-01,202505,277.69,91.42,908.6
S000550,2025-06-01,202506,392.3,82.07,552.03
S000550,2025-07-01,202507,396.51,123.13,642.9
S000550,2025-08-01,202508,316.16,68.78,626.59
S000550,2025-09-01,202509,102.92,88.1,573.17
S000550,2025-10-01,202510,205.08,95.06,537.7
S000551,2025-04-01,202504,319.52,109.33,488.62
S000551,2025-05-01,202505,212.07,85.39,872.42
S000551,2025-06-01,202506,208.31,88.15,787.15
S000551,2025-07-01,202507,164.68,95.97,831.49
S000551,2025-08-01,202508,321.94,105.05,870.47
S000551,2025-09-01,202509,359.28,70.97,554.08
S000551,2025-10-01,202510,346.62,91.4,651.37
S000551,2025-11-01,202511,152.22,105.37,728.53
S000551,2025-12-01,202512,315.83,97.14,928.7
S000552,2025-03-01,202503,97.83,88.69,486.0
S000552,2025-04-01,202504,394.92,82.56,795.36
S000552,2025-05-01,202505,305.07,42.54,632.44
S000552,2025-06-01,202506,386.62,100.31,524.23
S000552,2025-07-01,202507,442.44,67.04,754.37
S000552,2025-08-01,202508,304.11,83.64,833.78
S000552,2025-09-01,202509,239.57,66.4,727.74
S000552,2025-10-01,202510,566.14,62.74,1006.02
S000552,2025-11-01,202511,530.4,78.05,655.28
S000552,2025-12-01,202512,287.71,78.64,488.99
S000553,2025-03-01,202503,343.14,109.94,608.34
S000553,2025-04-01,202504,328.33,45.98,756.11
S000553,2025-05-01,202505,373.8,81.27,667.48
S000553,2025-06-01,202506,323.65,90.04,695.68
S000553,2025-07-01,202507,378.35,84.3,868.51
S000553,2025-08-01,202508,410.93,83.86,927.76
S000553,2025-09-01,202509,387.82,106.1,791.04
S000554,2025-03-01,202503,184.23,106.1,720.28
S000554,2025-04-01,202504,345.32,85.63,648.25
S000555,2025-02-01,202502,370.43,68.16,891.14
S000555,2025-03-01,202503,339.78,72.35,561.26
S000555,2025-04-01,202504,374.19,83.74,758.26
S000555,2025-05-01,202505,257.55,47.98,793.84
S000555,2025-06-01,202506,483.62,59.47,938.42
S000555,2025-07-01,202507,375.55,79.86,640.37
S000555,2025-08-01,202508,225.39,99.75,583.66
S000555,2025-09-01,202509,279.82,99.84,417.55
S000555,2025-10-01,202510,212.88,79.64,743.99
S000555,2025-11-01,202511,393.63,73.96,1079.56
S000555,2025-12-01,202512,329.49,75.38,580.45
S000556,2025-10-01,202510,361.15,92.3,880.54
S000556,2025-11-01,202511,215.96,75.08,767.01
S000556,2025-12-01,202512,402.84,80.13,781.36
S000557,2025-08-01,202508,277.19,111.16,848.89
S000557,2025-09-01,202509,228.96,58.5,542.96
S000557,2025-10-01,202510,411.02,54.31,650.35
S000557,2025-11-01,202511,390.92,78.68,738.83
S000557,2025-12-01,202512,254.08,91.9,608.02
S000558,2025-08-01,202508,320.78,84.75,715.46
S000558,2025-09-01,202509,352.16,64.99,655.07
S000558,2025-10-01,202510,350.2,52.5,630.62
S000558,2025-11-01,202511,384.89,54.45,873.49
S000558,2025-12-01,202512,464.27,55.1,903.64
S000559,2025-04-01,202504,337.08,88.37,625.5
S000559,2025-05-01,202505,433.07,88.12,577.88
S000559,2025-06-01,202506,245.13,50.79,728.19
S000559,2025-07-01,202507,401.52,93.02,682.3
S000559,2025-08-01,202508,245.87,66.36,872.85
S000559,2025-09-01,202509,306.38,82.87,538.65
S000559,2025-10-01,202510,380.29,70.85,857.01
S000559,2025-11-01,202511,419.62,70.09,681.0
S000559,2025-12-01,202512,300.4,51.61,571.38
S000560,2025-06-01,202506,367.84,86.51,722.28
S000560,2025-07-01,202507,322.84,98.66,709.53
S000560,2025-08-01,202508,413.29,44.52,111.64
S000560,2025-09-01,202509,375.54,51.5,668.13
S000560,2025-10-01,202510,322.81,111.75,760.0
S000560,2025-11-01,202511,364.93,96.74,755.27
S000560,2025-12-01,202512,308.81,101.43,533.54
S000561,2025-08-01,202508,379.09,49.05,730.59
S000561,2025-09-01,202509,367.37,113.53,465.25
S000561,2025-10-01,202510,295.92,96.45,750.3
S000561,2025-11-01,202511,366.23,60.88,611.38
S000561,2025-12-01,202512,462.05,78.97,756.3
S000562,2025-06-01,202506,339.63,56.34,840.07
S000562,2025-07-01,202507,395.29,126.11,547.66
S000562,2025-08-01,202508,424.03,53.77,723.6
S000562,2025-09-01,202509,437.89,38.56,669.26
S000562,2025-10-01,202510,299.31,65.96,757.78
S000562,2025-11-01,202511,450.86,77.33,730.82
S000562,2025-12-01,202512,360.29,80.04,536.6
S000563,2025-10-01,202510,449.76,85.9,759.23
S000563,2025-11-01,202511,277.41,70.82,673.58
S000563,2025-12-01,202512,211.93,46.24,609.89
S000564,2025-12-01,202512,397.03,66.94,547.18
S000565,2025-05-01,202505,276.68,70.89,646.92
S000565,2025-06-01,202506,544.9,101.09,853.72
S000565,2025-07-01,202507,455.17,60.02,516.65
S000565,2025-08-01,202508,250.38,106.69,617.92
S000565,2025-09-01,202509,237.38,71.38,664.21
S000565,2025-10-01,202510,374.16,85.02,575.77
S000565,2025-11-01,202511,411.71,67.22,676.56
S000565,2025-12-01,202512,411.81,67.16,614.6
S000566,2025-04-01,202504,403.25,62.85,642.28
S000566,2025-05-01,202505,400.02,121.08,790.81
S000566,2025-06-01,202506,392.54,90.62,539.02
S000566,2025-07-01,202507,360.4,79.4,748.24
S000566,2025-08-01,202508,360.49,87.59,653.28
S000566,2025-09-01,202509,355.27,55.44,652.01
S000566,2025-10-01,202510,475.18,86.38,696.86
S000566,2025-11-01,202511,520.65,52.78,533.58
S000566,2025-12-01,202512,504.14,80.92,663.61
S000567,2025-07-01,202507,242.07,88.95,781.67
S000567,2025-08-01,202508,251.5,77.19,649.67
S000567,2025-09-01,202509,373.04,57.61,887.79
S000568,2025-07-01,202507,432.42,72.74,667.54
S000568,2025-08-01,202508,337.72,64.43,633.49
S000568,2025-09-01,202509,325.68,112.26,841.99
S000568,2025-10-01,202510,434.12,87.4,532.4
S000568,2025-11-01,202511,346.27,99.41,511.26
S000568,2025-12-01,202512,407.29,126.45,859.27
S000569,2025-03-01,202503,477.26,84.37,845.19
S000569,2025-04-01,202504,285.39,95.92,798.16
S000569,2025-05-01,202505,376.09,106.32,619.18
S000569,2025-06-01,202506,333.16,81.91,545.56
S000569,2025-07-01,202507,370.42,45.62,857.04
S000569,2025-08-01,202508,354.2,69.58,574.84
S000569,2025-09-01,202509,328.89,93.77,782.16
S000569,2025-10-01,202510,286.5,63.08,798.53
S000569,2025-11-01,202511,284.99,81.2,718.56
S000569,2025-12-01,202512,378.09,97.17,510.56
S000570,2025-02-01,202502,178.0,68.65,970.23
S000570,2025-03-01,202503,532.0,116.62,671.05
S000570,2025-04-01,202504,189.61,33.14,607.89
S000570,2025-05-01,202505,332.17,106.01,830.17
S000570,2025-06-01,202506,370.47,62.2,555.88
S000570,2025-07-01,202507,372.87,93.94,758.78
S000570,2025-08-01,202508,256.89,93.01,763.89
S000570,2025-09-01,202509,253.64,64.31,803.27
S000570,2025-10-01,202510,328.89,111.78,775.17
S000570,2025-11-01,202511,306.2,79.8,709.51
S000570,2025-12-01,202512,284.44,61.75,805.21
S000571,2025-08-01,202508,426.07,92.08,927.3
S000571,2025-09-01,202509,301.24,113.49,564.86
S000571,2025-10-01,202510,258.86,44.8,633.13
S000571,2025-11-01,202511,304.66,90.52,736.58
S000571,2025-12-01,202512,242.63,72.15,644.28
S000572,2025-11-01,202511,190.16,60.38,584.38
S000572,2025-12-01,202512,479.03,83.83,799.33
S000573,2025-11-01,202511,215.12,103.88,895.17
S000573,2025-12-01,202512,170.15,65.89,774.36
S000574,2025-10-01,202510,407.99,66.43,654.18
S000574,2025-11-01,202511,296.24,82.21,879.58
S000574,2025-12-01,202512,280.61,100.02,582.75
S000575,2025-11-01,202511,273.71,96.37,838.29
S000575,2025-12-01,202512,426.63,53.68,630.11
S000576,2025-04-01,202504,424.07,80.83,538.95
S000576,2025-05-01,202505,391.25,65.7,969.18
S000576,2025-06-01,202506,489.04,92.08,904.15
S000576,2025-07-01,202507,355.83,95.31,921.66
S000576,2025-08-01,202508,372.09,74.9,444.31
S000576,2025-09-01,202509,342.52,96.47,841.85
S000576,2025-10-01,202510,395.39,69.17,403.48
S000576,2025-11-01,202511,305.43,73.91,653.06
S000576,2025-12-01,202512,405.67,119.71,718.53
S000577,2025-07-01,202507,330.49,74.82,718.66
S000577,2025-08-01,202508,275.45,82.4,767.62
S000577,2025-09-01,202509,368.87,89.15,765.06
S000577,2025-10-01,202510,190.53,92.74,599.35
S000577,2025-11-01,202511,251.37,57.91,765.03
S000577,2025-12-01,202512,329.97,46.36,771.71
S000578,2025-10-01,202510,220.44,82.8,735.77
S000578,2025-11-01,202511,429.7,115.63,495.3
S000578,2025-12-01,202512,345.28,74.47,765.06
S000579,2025-01-01,202501,369.41,72.95,633.86
S000579,2025-02-01,202502,249.52,99.76,768.88
S000579,2025-03-01,202503,432.6,73.79,601.47
S000579,2025-04-01,202504,252.95,87.18,544.03
S000579,2025-05-01,202505,516.38,53.85,741.05
S000579,2025-06-01,202506,491.02,91.98,726.35
S000579,2025-07-01,202507,262.84,52.36,815.51
S000579,2025-08-01,202508,485.55,71.22,529.14
S000579,2025-09-01,202509,128.76,60.38,682.95
S000579,2025-10-01,202510,493.92,93.46,745.76
S000579,2025-11-01,202511,313.99,68.34,910.85
S000579,2025-12-01,202512,368.07,37.95,598.97
S000580,2025-12-01,202512,272.76,69.07,784.44
S000581,2025-01-01,202501,340.33,78.46,897.02
S000581,2025-02-01,202502,287.32,117.28,599.3
S000581,2025-03-01,202503,358.03,74.38,718.51
S000581,2025-04-01,202504,390.01,88.68,587.03
S000581,2025-05-01,202505,248.94,130.06,627.4
S000581,2025-06-01,202506,412.93,47.85,658.06
S000581,2025-07-01,202507,338.55,89.46,291.63
S000581,2025-08-01,202508,364.95,57.01,748.65
S000581,2025-09-01,202509,256.73,62.89,658.96
S000581,2025-10-01,202510,255.29,70.49,520.99
S000581,2025-11-01,202511,185.01,100.36,505.59
S000581,2025-12-01,202512,333.92,95.06,607.76
S000582,2025-11-01,202511,275.74,84.52,867.69
S000582,2025-12-01,202512,244.76,77.0,440.13
S000583,2025-07-01,202507,314.61,80.68,571.81
S000583,2025-08-01,202508,308.87,51.84,711.56
S000583,2025-09-01,202509,445.01,58.06,606.6
S000583,2025-10-01,202510,395.23,104.24,476.02
S000583,2025-11-01,202511,334.81,85.66,684.69
S000583,2025-12-01,202512,127.09,90.02,927.9
S000584,2025-03-01,202503,360.5,59.38,623.03
S000584,2025-04-01,202504,509.29,98.2,796.0
S000584,2025-05-01,202505,382.08,66.78,669.91
S000584,2025-06-01,202506,342.99,90.99,926.34
S000584,2025-07-01,202507,450.65,51.61,733.6
S000584,2025-08-01,202508,416.31,92.38,605.61
S000584,2025-09-01,202509,612.27,54.46,537.52
S000584,2025-10-01,202510,371.02,122.34,574.57
S000584,2025-11-01,202511,326.08,101.55,697.32
S000584,2025-12-01,202512,319.89,91.31,740.88
S000585,2025-03-01,202503,442.74,105.83,746.05
S000585,2025-04-01,202504,376.26,84.28,773.37
S000585,2025-05-01,202505,354.97,79.99,879.49
S000585,2025-06-01,202506,486.45,49.85,701.5
S000585,2025-07-01,202507,288.02,73.78,760.38
S000585,2025-08-01,202508,410.25,77.76,413.0
S000585,2025-09-01,202509,263.15,97.93,288.94
S000585,2025-10-01,202510,456.87,90.42,897.43
S000585,2025-11-01,202511,332.13,38.77,764.55
S000585,2025-12-01,202512,464.72,98.49,600.6
S000586,2025-01-01,202501,357.81,69.34,577.11
S000586,2025-02-01,202502,435.98,56.05,565.93
S000587,2025-03-01,202503,250.64,50.2,721.96
S000587,2025-04-01,202504,454.54,76.3,474.14
S000587,2025-05-01,202505,425.6,113.71,603.06
S000587,2025-06-01,202506,306.93,90.31,943.28
S000587,2025-07-01,202507,303.21,53.35,794.71
S000587,2025-08-01,202508,421.92,80.12,616.28
S000587,2025-09-01,202509,439.49,90.56,584.73
S000587,2025-10-01,202510,354.42,52.97,802.88
S000588,2025-10-01,202510,326.4,71.29,695.07
S000588,2025-11-01,202511,353.63,97.9,788.66
S000588,2025-12-01,202512,335.92,95.27,760.11
S000589,2025-06-01,202506,311.61,77.51,677.77
S000589,2025-07-01,202507,395.47,72.66,641.44
S000589,2025-08-01,202508,527.19,98.79,585.91
S000589,2025-09-01,202509,401.38,82.37,758.73
S000589,2025-10-01,202510,362.36,103.79,751.84
S000589,2025-11-01,202511,344.41,100.84,734.99
S000589,2025-12-01,202512,360.93,86.28,685.96
S000590,2025-10-01,202510,350.83,68.27,587.32
S000590,2025-11-01,202511,260.13,52.16,568.04
S000590,2025-12-01,202512,334.32,82.06,659.31
S000591,2025-07-01,202507,137.99,111.49,862.97
S000591,2025-08-01,202508,390.12,118.15,553.4
S000591,2025-09-01,202509,519.89,60.7,735.81
S000591,2025-10-01,202510,235.35,80.29,757.92
S000591,2025-11-01,202511,336.08,94.28,714.85
S000591,2025-12-01,202512,302.98,68.66,821.64
S000592,2025-01-01,202501,291.16,98.31,883.41
S000592,2025-02-01,202502,199.82,102.66,1009.06
S000592,2025-03-01,202503,372.68,91.98,855.55
S000592,2025-04-01,202504,325.21,83.65,502.87
S000592,2025-05-01,202505,362.48,89.96,777.42
